episode;loss
168;0.081242
169;0.100176
170;0.089820
171;0.092797
172;0.104614
173;0.084728
174;0.089104
175;0.087159
176;0.091698
177;0.099949
178;0.093682
179;0.095132
180;0.089784
181;0.086854
182;0.086838
183;0.088339
184;0.103181
185;0.095568
186;0.090590
187;0.085950
188;0.086052
189;0.082516
190;0.087016
191;0.107589
192;0.084572
193;0.091984
194;0.098799
195;0.086863
196;0.096524
197;0.090855
198;0.090491
199;0.094321
200;0.086987
201;0.088011
202;0.088543
203;0.086027
204;0.084864
205;0.086220
206;0.082052
207;0.098320
208;0.099334
209;0.089667
210;0.082723
211;0.091779
212;0.094813
213;0.079508
214;0.092876
215;0.096322
216;0.096461
217;0.090877
218;0.089277
219;0.089883
220;0.088890
221;0.095669
222;0.104356
223;0.086237
224;0.081631
225;0.094112
226;0.085277
227;0.093490
228;0.091799
229;0.089259
230;0.103624
231;0.085336
232;0.092315
233;0.090645
234;0.084474
235;0.088601
236;0.085289
237;0.085558
238;0.082145
239;0.082602
240;0.101436
241;0.082028
242;0.094962
243;0.101957
244;0.078228
245;0.097144
246;0.096972
247;0.094039
248;0.079586
249;0.098057
250;0.086373
251;0.094255
252;0.085585
253;0.098160
254;0.092862
255;0.077516
256;0.090593
257;0.086514
258;0.095919
259;0.095928
260;0.083229
261;0.091264
262;0.094787
263;0.079146
264;0.073495
265;0.089899
266;0.098189
267;0.094876
268;0.086366
269;0.089103
270;0.096642
271;0.075833
272;0.073226
273;0.086272
274;0.098591
275;0.096343
276;0.097558
277;0.088035
278;0.086341
279;0.091998
280;0.093018
281;0.083279
282;0.092180
283;0.090112
284;0.090199
285;0.090417
286;0.098894
287;0.087940
288;0.094706
289;0.085037
290;0.100959
291;0.090494
292;0.080207
293;0.085173
294;0.089389
295;0.083827
296;0.092043
297;0.090684
298;0.084432
299;0.079435
300;0.094730
301;0.097868
302;0.101447
303;0.077549
304;0.099903
305;0.088614
306;0.082474
307;0.092791
308;0.092104
309;0.085587
310;0.083070
311;0.092911
312;0.094418
313;0.091792
314;0.078668
315;0.079766
316;0.092794
317;0.090096
318;0.083481
319;0.097609
320;0.088419
321;0.080964
322;0.106952
323;0.079238
324;0.078734
325;0.077268
326;0.096838
327;0.074198
328;0.087784
329;0.102089
330;0.098826
331;0.093326
332;0.095010
333;0.083667
334;0.074351
335;0.079730
336;0.077948
337;0.073566
338;0.096067
339;0.092069
340;0.088882
341;0.085316
342;0.092664
343;0.091359
344;0.094526
345;0.089454
346;0.096307
347;0.090022
348;0.105382
349;0.082409
350;0.089551
351;0.098668
352;0.081275
353;0.094005
354;0.088736
355;0.087307
356;0.092469
357;0.104513
358;0.083451
359;0.085213
360;0.094240
361;0.075989
362;0.088220
363;0.082272
364;0.095035
365;0.078569
366;0.076715
367;0.072496
368;0.085415
369;0.085458
370;0.078563
371;0.090913
372;0.087043
373;0.091549
374;0.089514
375;0.097463
376;0.091952
377;0.073850
378;0.072861
379;0.086661
380;0.077878
381;0.085293
382;0.091239
383;0.088792
384;0.104749
385;0.073673
386;0.096874
387;0.096384
388;0.090227
389;0.079261
390;0.088604
391;0.087044
392;0.088098
393;0.086411
394;0.085952
395;0.074249
396;0.102421
397;0.086877
398;0.092667
399;0.083888
400;0.095845
401;0.097932
402;0.095134
403;0.069415
404;0.093727
405;0.062436
406;0.086464
407;0.056391
408;0.092426
409;0.085779
410;0.092239
411;0.098468
412;0.083377
413;0.079235
414;0.096231
415;0.078552
416;0.090600
417;0.089150
418;0.091711
419;0.078535
420;0.085550
421;0.082650
422;0.085178
423;0.059358
424;0.059049
425;0.101641
426;0.066403
427;0.075904
428;0.092462
429;0.091162
430;0.093044
431;0.097186
432;0.088693
433;0.084773
434;0.081760
435;0.055623
436;0.086344
437;0.050721
438;0.089527
439;0.094611
440;0.047638
441;0.094156
442;0.056499
443;0.099726
444;0.083531
445;0.105086
446;0.094829
447;0.085570
448;0.079034
449;0.089723
450;0.095272
451;0.089965
452;0.076961
453;0.098467
454;0.093873
455;0.073307
456;0.088653
457;0.080628
458;0.053782
459;0.103374
460;0.098700
461;0.082279
462;0.104511
463;0.093578
464;0.088590
465;0.089177
466;0.089789
467;0.086849
468;0.077408
469;0.084559
470;0.092965
471;0.059500
472;0.079906
473;0.091785
474;0.053292
475;0.096683
476;0.077596
477;0.096864
478;0.090180
479;0.087068
480;0.097852
481;0.091132
482;0.051685
483;0.070459
484;0.090214
485;0.081265
486;0.085128
487;0.088901
488;0.090615
489;0.096825
490;0.091749
491;0.096138
492;0.080639
493;0.083821
494;0.077560
495;0.065383
496;0.091021
497;0.091702
498;0.075724
499;0.081783
500;0.047717
501;0.097066
502;0.063057
503;0.066099
504;0.076449
505;0.090208
506;0.062920
507;0.100441
508;0.092650
509;0.096961
510;0.091819
511;0.078713
512;0.091076
513;0.089906
514;0.076069
515;0.093598
516;0.074864
517;0.089494
518;0.092916
519;0.090550
520;0.085254
521;0.092332
522;0.061593
523;0.090675
524;0.064591
525;0.092715
526;0.092721
527;0.089857
528;0.094575
529;0.088769
530;0.086229
531;0.074639
532;0.063941
533;0.088160
534;0.086120
535;0.092276
536;0.077721
537;0.082189
538;0.057901
539;0.047826
540;0.082160
541;0.087659
542;0.095025
543;0.078750
544;0.080853
545;0.087059
546;0.084215
547;0.073222
548;0.096409
549;0.074692
550;0.084688
551;0.103599
552;0.093425
553;0.089851
554;0.095188
555;0.050435
556;0.086598
557;0.095696
558;0.078862
559;0.085585
560;0.043676
561;0.095367
562;0.082133
563;0.092954
564;0.075894
565;0.086827
566;0.083525
567;0.069595
568;0.097646
569;0.072389
570;0.095486
571;0.088672
572;0.093680
573;0.090576
574;0.059544
575;0.082048
576;0.094508
577;0.072369
578;0.089186
579;0.068389
580;0.062168
581;0.082625
582;0.059853
583;0.087904
584;0.082288
585;0.091217
586;0.068415
587;0.059302
588;0.087022
589;0.065838
590;0.084690
591;0.081092
592;0.086766
593;0.082538
594;0.047268
595;0.067073
596;0.050328
597;0.085777
598;0.090031
599;0.080288
600;0.051190
601;0.082719
602;0.086878
603;0.070538
604;0.088771
605;0.048172
606;0.092103
607;0.092654
608;0.085958
609;0.088068
610;0.083852
611;0.103561
612;0.087762
613;0.057376
614;0.079981
615;0.043828
616;0.078338
617;0.090256
618;0.086278
619;0.085297
620;0.079280
621;0.097825
622;0.072015
623;0.035836
624;0.083037
625;0.080140
626;0.093455
627;0.056910
628;0.095637
629;0.089586
630;0.085535
631;0.083641
632;0.081136
633;0.080040
634;0.082150
635;0.103796
636;0.077172
637;0.089604
638;0.072233
639;0.058499
640;0.066261
641;0.064862
642;0.090340
643;0.112827
644;0.094894
645;0.059010
646;0.043864
647;0.085649
648;0.102984
649;0.088511
650;0.080548
651;0.076277
652;0.050135
653;0.102355
654;0.081866
655;0.088647
656;0.079222
657;0.073933
658;0.072712
659;0.082342
660;0.077117
661;0.047189
662;0.097359
663;0.072357
664;0.055911
665;0.067034
666;0.042164
667;0.049919
668;0.075813
669;0.056637
670;0.106894
671;0.085598
672;0.104234
673;0.075929
674;0.084122
675;0.073174
676;0.044267
677;0.061581
678;0.045719
679;0.080577
680;0.045144
681;0.090420
682;0.073748
683;0.070796
684;0.110882
685;0.094306
686;0.052800
687;0.082949
688;0.105332
689;0.067832
690;0.105525
691;0.087477
692;0.096054
693;0.041341
694;0.067444
695;0.083985
696;0.084591
697;0.103278
698;0.080019
699;0.104275
700;0.068828
701;0.086206
702;0.101241
703;0.092642
704;0.091057
705;0.110446
706;0.071970
707;0.069535
708;0.066602
709;0.068732
710;0.099062
711;0.095186
712;0.043767
713;0.093845
714;0.050829
715;0.096365
716;0.092024
717;0.042630
718;0.069190
719;0.068435
720;0.061775
721;0.092053
722;0.055031
723;0.099282
724;0.088848
725;0.083258
726;0.089784
727;0.090956
728;0.107270
729;0.072219
730;0.080667
731;0.089626
732;0.085626
733;0.053594
734;0.069468
735;0.069199
736;0.098755
737;0.084957
738;0.091990
739;0.096979
740;0.066114
741;0.043610
742;0.066674
743;0.045507
744;0.097126
745;0.101414
746;0.087318
747;0.040235
748;0.067819
749;0.090279
750;0.064138
751;0.056224
752;0.077217
753;0.067782
754;0.098337
755;0.102619
756;0.084957
757;0.049951
758;0.092834
759;0.094222
760;0.045218
761;0.089005
762;0.055905
763;0.079590
764;0.033723
765;0.098260
766;0.106343
767;0.089343
768;0.040909
769;0.072144
770;0.077066
771;0.087513
772;0.091032
773;0.092385
774;0.068099
775;0.090996
776;0.090038
777;0.094457
778;0.073942
779;0.088333
780;0.102522
781;0.085772
782;0.086825
783;0.092306
784;0.084221
785;0.103085
786;0.096583
787;0.095931
788;0.062923
789;0.093961
790;0.088214
791;0.086924
792;0.094636
793;0.075535
794;0.091238
795;0.088887
796;0.048058
797;0.083292
798;0.072047
799;0.094244
800;0.085823
801;0.064106
802;0.097762
803;0.089748
804;0.125349
805;0.094740
806;0.076097
807;0.094504
808;0.089682
809;0.092943
810;0.069500
811;0.065662
812;0.082507
813;0.085972
814;0.090788
815;0.085197
816;0.093140
817;0.104118
818;0.084095
819;0.089105
820;0.077801
821;0.091432
822;0.077542
823;0.095409
824;0.078971
825;0.078547
826;0.076819
827;0.071022
828;0.096896
829;0.083958
830;0.067818
831;0.067108
832;0.064951
833;0.079231
834;0.063409
835;0.092291
836;0.100845
837;0.063515
838;0.102035
839;0.060906
840;0.074075
841;0.088909
842;0.056002
843;0.092467
844;0.046659
845;0.092900
846;0.087708
847;0.087239
848;0.091422
849;0.036703
850;0.063976
851;0.083306
852;0.091856
853;0.068075
854;0.086064
855;0.087732
856;0.089640
857;0.090718
858;0.072455
859;0.063096
860;0.042012
861;0.087535
862;0.056457
863;0.081176
864;0.086288
865;0.095013
866;0.053099
867;0.066413
868;0.089834
869;0.056507
870;0.053777
871;0.083491
872;0.072769
873;0.071984
874;0.075484
875;0.100106
876;0.100652
877;0.089114
878;0.051924
879;0.085808
880;0.092296
881;0.090669
882;0.055531
883;0.088665
884;0.064973
885;0.082928
886;0.086486
887;0.089212
888;0.055048
889;0.084912
890;0.101913
891;0.090627
892;0.085561
893;0.056233
894;0.092638
895;0.078440
896;0.076177
897;0.090543
898;0.052896
899;0.088664
900;0.102287
901;0.040868
902;0.070550
903;0.093065
904;0.092151
905;0.087066
906;0.071304
907;0.079599
908;0.090749
909;0.095526
910;0.085505
911;0.084180
912;0.068744
913;0.090729
914;0.052441
915;0.092206
916;0.091188
917;0.082598
918;0.069225
919;0.081509
920;0.091705
921;0.042180
922;0.089657
923;0.066770
924;0.080812
925;0.083866
926;0.038717
927;0.090740
928;0.085114
929;0.087346
930;0.086794
931;0.084680
932;0.060263
933;0.067387
934;0.070170
935;0.088595
936;0.088464
937;0.076585
938;0.098094
939;0.074658
940;0.064475
941;0.087958
942;0.074072
943;0.086873
944;0.083144
945;0.065342
946;0.088502
947;0.083974
948;0.087205
949;0.083274
950;0.081772
951;0.087707
952;0.091615
953;0.119043
954;0.080706
955;0.085234
956;0.085903
957;0.079592
958;0.083896
959;0.087662
960;0.077665
961;0.087014
962;0.086558
963;0.089163
964;0.077260
965;0.046954
966;0.083035
967;0.084589
968;0.081044
969;0.097330
970;0.057419
971;0.085428
972;0.071921
973;0.085607
974;0.093833
975;0.068184
976;0.083754
977;0.078745
978;0.044247
979;0.091999
980;0.085768
981;0.079413
982;0.078699
983;0.077575
984;0.076503
985;0.083602
986;0.072836
987;0.078713
988;0.057061
989;0.086973
990;0.070650
991;0.083433
992;0.076409
993;0.093872
994;0.061472
995;0.073425
996;0.095349
997;0.070808
998;0.078061
999;0.084733
1000;0.067594
1001;0.094082
1002;0.085845
1003;0.083240
1004;0.087415
1005;0.075955
1006;0.045870
1007;0.036181
1008;0.085307
1009;0.039039
1010;0.060961
1011;0.060281
1012;0.070959
1013;0.087675
1014;0.085203
1015;0.088327
1016;0.095022
1017;0.039071
1018;0.084416
1019;0.067601
1020;0.088623
1021;0.085726
1022;0.078443
1023;0.088368
1024;0.037449
1025;0.099820
1026;0.061375
1027;0.066097
1028;0.078923
1029;0.082538
1030;0.074262
1031;0.099369
1032;0.043144
1033;0.096110
1034;0.066945
1035;0.093728
1036;0.067837
1037;0.087994
1038;0.076799
1039;0.069531
1040;0.085626
1041;0.083306
1042;0.083190
1043;0.078718
1044;0.078991
1045;0.053602
1046;0.092948
1047;0.067930
1048;0.096832
1049;0.080709
1050;0.063989
1051;0.066796
1052;0.096894
1053;0.092869
1054;0.067296
1055;0.084095
1056;0.078146
1057;0.087287
1058;0.086549
1059;0.057440
1060;0.079395
1061;0.062850
1062;0.070832
1063;0.087594
1064;0.058777
1065;0.081557
1066;0.076444
1067;0.063467
1068;0.076131
1069;0.080632
1070;0.091321
1071;0.057538
1072;0.109840
1073;0.076278
1074;0.058573
1075;0.062121
1076;0.079093
1077;0.050180
1078;0.095687
1079;0.076519
1080;0.039834
1081;0.056099
1082;0.079584
1083;0.083236
1084;0.093383
1085;0.089774
1086;0.080502
1087;0.088930
1088;0.096035
1089;0.092491
1090;0.089983
1091;0.064274
1092;0.091431
1093;0.082334
1094;0.091282
1095;0.049841
1096;0.071239
1097;0.051287
1098;0.083203
1099;0.053658
1100;0.071954
1101;0.095003
1102;0.081722
1103;0.071159
1104;0.101923
1105;0.071754
1106;0.056649
1107;0.074003
1108;0.090243
1109;0.068727
1110;0.069880
1111;0.085558
1112;0.099335
1113;0.058054
1114;0.072088
1115;0.092450
1116;0.088516
1117;0.085620
1118;0.081880
1119;0.050180
1120;0.100640
1121;0.097600
1122;0.051959
1123;0.103712
1124;0.089622
1125;0.093124
1126;0.084612
1127;0.073003
1128;0.080714
1129;0.090396
1130;0.080714
1131;0.053344
1132;0.085903
1133;0.100583
1134;0.086905
1135;0.059068
1136;0.077665
1137;0.071214
1138;0.051893
1139;0.093993
1140;0.098812
1141;0.092419
1142;0.061559
1143;0.091371
1144;0.079353
1145;0.098719
1146;0.065494
1147;0.060821
1148;0.085869
1149;0.059885
1150;0.072369
1151;0.083507
1152;0.081152
1153;0.060109
1154;0.053971
1155;0.082585
1156;0.067782
1157;0.074902
1158;0.055175
1159;0.054875
1160;0.098975
1161;0.054382
1162;0.070034
1163;0.084957
1164;0.073497
1165;0.068318
1166;0.083201
1167;0.065590
1168;0.077911
1169;0.073795
1170;0.090344
1171;0.091849
1172;0.064176
1173;0.083973
1174;0.078603
1175;0.091732
1176;0.076343
1177;0.059344
1178;0.099272
1179;0.070101
1180;0.076689
1181;0.065318
1182;0.081594
1183;0.071399
1184;0.081685
1185;0.089625
1186;0.053076
1187;0.076767
1188;0.080704
1189;0.079110
1190;0.073646
1191;0.079112
1192;0.048020
1193;0.086836
1194;0.097181
1195;0.082570
1196;0.077219
1197;0.090281
1198;0.082165
1199;0.077738
1200;0.045382
1201;0.081995
1202;0.041200
1203;0.093835
1204;0.073516
1205;0.057292
1206;0.099080
1207;0.058513
1208;0.037519
1209;0.057593
1210;0.066965
1211;0.060770
1212;0.059042
1213;0.062269
1214;0.086270
1215;0.042738
1216;0.089727
1217;0.079098
1218;0.055754
1219;0.047231
1220;0.075489
1221;0.083682
1222;0.075088
1223;0.087622
1224;0.057367
1225;0.079152
1226;0.060772
1227;0.078891
1228;0.073698
1229;0.088514
1230;0.082551
1231;0.078236
1232;0.065616
1233;0.049635
1234;0.069595
1235;0.093571
1236;0.090016
1237;0.079957
1238;0.085380
1239;0.090930
1240;0.091400
1241;0.086977
1242;0.081661
1243;0.062875
1244;0.062903
1245;0.056471
1246;0.044742
1247;0.078964
1248;0.091463
1249;0.083375
1250;0.087706
1251;0.049083
1252;0.053743
1253;0.115795
1254;0.034955
1255;0.090539
1256;0.057052
1257;0.086472
1258;0.081966
1259;0.096100
1260;0.083260
1261;0.087715
1262;0.066334
1263;0.085452
1264;0.047669
1265;0.053871
1266;0.087689
1267;0.094626
1268;0.051088
1269;0.084492
1270;0.084043
1271;0.048002
1272;0.086314
1273;0.084231
1274;0.060756
1275;0.076394
1276;0.064883
1277;0.094989
1278;0.080837
1279;0.081083
1280;0.079422
1281;0.079137
1282;0.085695
1283;0.058553
1284;0.075788
1285;0.077206
1286;0.100228
1287;0.074129
1288;0.070630
1289;0.094959
1290;0.086318
1291;0.042615
1292;0.086768
1293;0.092850
1294;0.058901
1295;0.071892
1296;0.094910
1297;0.096452
1298;0.089726
1299;0.089528
1300;0.102103
1301;0.053342
1302;0.052802
1303;0.085674
1304;0.094550
1305;0.092679
1306;0.054177
1307;0.040409
1308;0.137228
1309;0.057346
1310;0.085882
1311;0.076553
1312;0.092870
1313;0.074369
1314;0.086427
1315;0.064516
1316;0.053851
1317;0.064429
1318;0.082807
1319;0.086389
1320;0.038313
1321;0.064140
1322;0.050684
1323;0.032673
1324;0.100968
1325;0.045377
1326;0.091428
1327;0.064602
1328;0.062927
1329;0.070371
1330;0.063822
1331;0.034457
1332;0.091987
1333;0.090727
1334;0.088899
1335;0.032041
1336;0.083912
1337;0.064603
1338;0.080858
1339;0.053673
1340;0.055434
1341;0.065424
1342;0.082269
1343;0.041448
1344;0.053153
1345;0.056176
1346;0.097639
1347;0.098005
1348;0.092635
1349;0.088715
1350;0.081370
1351;0.064271
1352;0.085548
1353;0.060424
1354;0.092773
1355;0.091508
1356;0.082517
1357;0.066862
1358;0.061690
1359;0.086540
1360;0.089256
1361;0.085336
1362;0.091469
1363;0.096040
1364;0.079220
1365;0.083518
1366;0.079093
1367;0.063369
1368;0.085805
1369;0.094518
1370;0.076756
1371;0.082922
1372;0.073515
1373;0.083760
1374;0.083321
1375;0.062829
1376;0.049685
1377;0.091394
1378;0.084768
1379;0.083126
1380;0.069225
1381;0.064477
1382;0.088745
1383;0.071811
1384;0.093962
1385;0.083199
1386;0.089329
1387;0.096807
1388;0.068832
1389;0.090353
1390;0.047591
1391;0.103456
1392;0.086495
1393;0.066224
1394;0.073647
1395;0.039755
1396;0.068879
1397;0.092894
1398;0.064116
1399;0.089082
1400;0.044907
1401;0.074640
1402;0.093612
1403;0.078507
1404;0.062294
1405;0.088931
1406;0.062442
1407;0.093775
1408;0.066628
1409;0.050549
1410;0.060421
1411;0.088861
1412;0.086659
1413;0.085628
1414;0.093537
1415;0.070410
1416;0.068440
1417;0.079770
1418;0.058150
1419;0.063972
1420;0.060477
1421;0.090362
1422;0.083101
1423;0.084841
1424;0.098886
1425;0.086896
1426;0.090066
1427;0.083437
1428;0.073087
1429;0.086240
1430;0.035973
1431;0.085040
1432;0.080577
1433;0.061195
1434;0.084203
1435;0.036723
1436;0.077398
1437;0.087454
1438;0.086494
1439;0.095429
1440;0.066732
1441;0.055553
1442;0.076930
1443;0.098197
1444;0.089056
1445;0.087307
1446;0.068215
1447;0.079164
1448;0.079712
1449;0.099344
1450;0.083489
1451;0.055725
1452;0.080804
1453;0.057873
1454;0.124951
1455;0.078541
1456;0.098279
1457;0.077637
1458;0.079229
1459;0.074783
1460;0.068588
1461;0.088002
1462;0.113614
1463;0.090013
1464;0.038457
1465;0.079466
1466;0.087159
1467;0.078559
1468;0.060152
1469;0.059590
1470;0.054088
1471;0.053484
1472;0.093573
1473;0.046404
1474;0.049629
1475;0.038696
1476;0.071860
1477;0.074697
1478;0.087260
1479;0.090240
1480;0.077633
1481;0.087282
1482;0.082621
1483;0.063245
1484;0.082389
1485;0.055016
1486;0.085988
1487;0.082301
1488;0.048760
1489;0.067657
1490;0.097125
1491;0.081809
1492;0.073780
1493;0.071531
1494;0.078105
1495;0.066611
1496;0.094054
1497;0.083895
1498;0.074019
1499;0.071278
1500;0.072276
1501;0.056010
1502;0.079437
1503;0.087893
1504;0.072267
1505;0.071011
1506;0.051884
1507;0.073742
1508;0.063320
1509;0.075493
1510;0.072165
1511;0.061073
1512;0.051525
1513;0.088685
1514;0.076952
1515;0.069447
1516;0.083679
1517;0.060549
1518;0.074628
1519;0.076815
1520;0.069186
1521;0.050244
1522;0.099520
1523;0.053415
1524;0.063685
1525;0.074136
1526;0.056670
1527;0.061043
1528;0.077986
1529;0.066067
1530;0.058043
1531;0.053909
1532;0.071609
1533;0.057722
1534;0.051331
1535;0.038892
1536;0.078333
1537;0.061975
1538;0.083061
1539;0.066905
1540;0.056511
1541;0.047128
1542;0.089378
1543;0.086851
1544;0.045667
1545;0.098822
1546;0.045636
1547;0.086665
1548;0.084843
1549;0.079610
1550;0.098231
1551;0.053491
1552;0.072429
1553;0.047932
1554;0.090501
1555;0.096450
1556;0.056623
1557;0.085950
1558;0.074038
1559;0.095436
1560;0.083627
1561;0.076802
1562;0.089377
1563;0.080521
1564;0.092970
1565;0.064527
1566;0.054741
1567;0.059545
1568;0.074405
1569;0.090686
1570;0.056907
1571;0.067659
1572;0.086253
1573;0.072513
1574;0.089895
1575;0.065106
1576;0.070536
1577;0.063427
1578;0.055287
1579;0.058540
1580;0.075253
1581;0.083559
1582;0.075337
1583;0.086667
1584;0.097048
1585;0.050229
1586;0.112447
1587;0.077483
1588;0.066624
1589;0.083702
1590;0.076733
1591;0.094737
1592;0.096696
1593;0.088657
1594;0.059041
1595;0.091017
1596;0.063933
1597;0.074295
1598;0.054721
1599;0.082835
1600;0.065701
1601;0.046629
1602;0.082843
1603;0.067229
1604;0.053490
1605;0.046417
1606;0.040965
1607;0.086271
1608;0.077648
1609;0.066160
1610;0.061799
1611;0.079744
1612;0.075806
1613;0.062461
1614;0.103035
1615;0.067683
1616;0.090300
1617;0.042640
1618;0.079121
1619;0.049429
1620;0.095912
1621;0.077199
1622;0.065164
1623;0.056674
1624;0.058265
1625;0.053605
1626;0.076132
1627;0.086297
1628;0.085564
1629;0.063893
1630;0.059121
1631;0.074399
1632;0.081966
1633;0.072106
1634;0.063778
1635;0.050488
1636;0.052194
1637;0.036591
1638;0.086580
1639;0.045668
1640;0.049677
1641;0.079005
1642;0.087259
1643;0.055939
1644;0.077192
1645;0.056866
1646;0.093300
1647;0.077265
1648;0.073369
1649;0.056060
1650;0.089338
1651;0.074992
1652;0.082794
1653;0.062006
1654;0.088580
1655;0.062303
1656;0.081615
1657;0.060495
1658;0.034967
1659;0.073612
1660;0.054431
1661;0.109111
1662;0.075569
1663;0.088210
1664;0.086574
1665;0.089958
1666;0.095792
1667;0.050896
1668;0.098005
1669;0.077456
1670;0.049021
1671;0.075771
1672;0.069094
1673;0.040211
1674;0.043026
1675;0.105575
1676;0.068901
1677;0.087278
1678;0.077864
1679;0.044425
1680;0.053127
1681;0.080176
1682;0.062300
1683;0.089250
1684;0.097112
1685;0.082422
1686;0.073177
1687;0.062698
1688;0.062204
1689;0.064036
1690;0.094123
1691;0.057332
1692;0.078593
1693;0.063286
1694;0.097517
1695;0.028763
1696;0.069260
1697;0.061262
1698;0.077453
1699;0.086953
1700;0.073853
1701;0.099232
1702;0.072172
1703;0.048812
1704;0.053499
1705;0.097575
1706;0.047502
1707;0.103879
1708;0.084520
1709;0.057868
1710;0.048362
1711;0.078323
1712;0.087464
1713;0.036960
1714;0.064509
1715;0.100788
1716;0.080528
1717;0.086712
1718;0.042293
1719;0.080480
1720;0.056148
1721;0.084952
1722;0.081953
1723;0.048495
1724;0.071451
1725;0.098433
1726;0.080845
1727;0.037119
1728;0.078666
1729;0.038817
1730;0.066505
1731;0.044325
1732;0.068342
1733;0.052254
1734;0.054149
1735;0.051005
1736;0.077234
1737;0.065872
1738;0.096866
1739;0.076134
1740;0.057909
1741;0.049074
1742;0.071423
1743;0.057735
1744;0.081378
1745;0.099598
1746;0.046129
1747;0.084133
1748;0.088218
1749;0.087523
1750;0.076150
1751;0.081740
1752;0.069787
1753;0.047972
1754;0.047424
1755;0.071001
1756;0.067488
1757;0.071392
1758;0.109129
1759;0.073306
1760;0.034540
1761;0.068326
1762;0.088388
1763;0.068800
1764;0.098532
1765;0.090355
1766;0.068435
1767;0.035862
1768;0.081131
1769;0.100875
1770;0.088738
1771;0.098237
1772;0.035764
1773;0.072379
1774;0.051887
1775;0.094352
1776;0.083328
1777;0.047732
1778;0.074887
1779;0.080596
1780;0.033446
1781;0.073824
1782;0.047891
1783;0.079755
1784;0.064827
1785;0.098968
1786;0.094410
1787;0.045483
1788;0.063255
1789;0.035270
1790;0.080523
1791;0.079513
1792;0.067874
1793;0.072637
1794;0.077547
1795;0.098202
1796;0.061632
1797;0.096379
1798;0.087257
1799;0.077378
1800;0.061949
1801;0.076306
1802;0.081668
1803;0.092794
1804;0.046093
1805;0.067132
1806;0.091371
1807;0.097649
1808;0.061828
1809;0.049547
1810;0.099368
1811;0.090706
1812;0.074051
1813;0.067653
1814;0.044667
1815;0.070844
1816;0.043871
1817;0.095483
1818;0.093151
1819;0.061893
1820;0.042627
1821;0.037086
1822;0.084423
1823;0.042253
1824;0.095200
1825;0.079716
1826;0.086821
1827;0.078427
1828;0.036278
1829;0.077702
1830;0.093444
1831;0.044100
1832;0.066460
1833;0.073656
1834;0.046224
1835;0.087350
1836;0.077414
1837;0.082703
1838;0.089476
1839;0.063077
1840;0.090445
1841;0.034014
1842;0.083577
1843;0.082127
1844;0.060675
1845;0.086635
1846;0.092416
1847;0.109265
1848;0.057207
1849;0.062624
1850;0.062785
1851;0.057661
1852;0.073467
1853;0.062356
1854;0.050729
1855;0.048394
1856;0.090406
1857;0.071267
1858;0.098512
1859;0.067985
1860;0.100410
1861;0.069237
1862;0.055559
1863;0.070360
1864;0.044193
1865;0.057792
1866;0.055021
1867;0.090974
1868;0.073843
1869;0.072819
1870;0.050381
1871;0.090766
1872;0.093552
